coachId,coachName,lineNumber,line
togo,Togo,44,Togo trae el beat: ese paso no está tieso. mueve los brazos como metrónomo suave; la racha mantiene el compás.
togo,Togo,45,"respira profundo entre bloques; la calle te sigue el compás. Modo playlist, el conteo empieza a bailar contigo."
togo,Togo,46,La acera tiene música: mueve los brazos como metrónomo suave. Ese ritmo está sabroso! tu cuerpo ya agarró onda.
togo,Togo,47,Que camine el bajo! alarga la zancada en la recta; el cuerpo encontró la pista. tu ritmo te lleva lejos.
togo,Togo,48,mueve los brazos como metrónomo suave. Flow de calle: qué bien suena esa constancia; ese flow sí suma.
togo,Togo,49,Tempo limpio: eso tiene flow real. alarga la zancada en la recta; tu cuerpo ya agarró onda.
togo,Togo,50,"recupera el tempo después de la pausa; la energía cambió de tono. Beat activo, tu ritmo te lleva lejos."
togo,Togo,51,Pies en tempo: alarga la zancada en la recta. el beat interno despertó! ese flow sí suma.
togo,Togo,52,Dale groove! recupera el tempo después de la pausa; ese paso no está tieso. la constancia también tiene música.
togo,Togo,53,marca pasos cortos en subida. Coro del día: la calle te sigue el compás; la meta suena más cerca.
togo,Togo,54,Ritmo cool: hoy el conteo tiene música. recupera el tempo después de la pausa; terminas con estilo.
togo,Togo,55,"marca pasos cortos en subida; ese ritmo está sabroso. Cierre con estilo, sigue hasta el próximo beat."
togo,Togo,56,Suena ese paso: cuenta ocho pasos parejos y repite. qué bien suena esa constancia! la meta suena más cerca.
togo,Togo,57,Cambia de pista! marca pasos cortos en subida; eso tiene flow real. terminas con estilo.
togo,Togo,58,cuenta ocho pasos parejos y repite. Togo aprueba ese flow: la energía cambió de tono; sigue hasta el próximo beat.
togo,Togo,59,Esto ya tiene ritmo: vas caminando con estilo. convierte la espera en pasos pequeños; cierra en tempo.
togo,Togo,60,"cuenta ocho pasos parejos y repite; el beat interno despertó. Compás firme, la racha mantiene el compás."
togo,Togo,61,Paso con swing: convierte la espera en pasos pequeños. la calle te sigue el compás! el conteo empieza a bailar contigo.
togo,Togo,62,Súbelo tantito! elige una canción y camina hasta que termine; hoy el conteo tiene música. tu cuerpo ya agarró onda.
togo,Togo,63,convierte la espera en pasos pequeños. Togo trae el beat: ese ritmo está sabroso; la racha mantiene el compás.
togo,Togo,64,Bajo interno: el cuerpo encontró la pista. elige una canción y camina hasta que termine; el conteo empieza a bailar contigo.
togo,Togo,65,"haz dos minutos sin revisar el teléfono; qué bien suena esa constancia. La acera tiene música, tu cuerpo ya agarró onda."
togo,Togo,66,Que camine el bajo: elige una canción y camina hasta que termine. la energía cambió de tono! tu ritmo te lleva lejos.
togo,Togo,67,Flow de calle! haz dos minutos sin revisar el teléfono; vas caminando con estilo. ese flow sí suma.
togo,Togo,68,termina el tramo como cierre de canción. Modo playlist: el beat interno despertó; la constancia también tiene música.
togo,Togo,69,Beat activo: ese paso no está tieso. haz dos minutos sin revisar el teléfono; la meta suena más cerca.
togo,Togo,70,"termina el tramo como cierre de canción; la calle te sigue el compás. Pies en tempo, ese flow sí suma."
togo,Togo,71,Dale groove: usa la próxima esquina como cambio de pista. Ese ritmo está sabroso! la constancia también tiene música.
togo,Togo,72,Tempo limpio! termina el tramo como cierre de canción; el cuerpo encontró la pista. la meta suena más cerca.
togo,Togo,73,usa la próxima esquina como cambio de pista. Ritmo cool: qué bien suena esa constancia; terminas con estilo.
togo,Togo,74,Cierre con estilo: eso tiene flow real. toma agua y vuelve al ritmo; sigue hasta el próximo beat.
togo,Togo,75,"usa la próxima esquina como cambio de pista; la energía cambió de tono. Suena ese paso, cierra en tempo."
togo,Togo,76,Coro del día: toma agua y vuelve al ritmo. el beat interno despertó! la racha mantiene el compás.
togo,Togo,77,Togo aprueba ese flow! camina una cuadra con ritmo constante; ese paso no está tieso. sigue hasta el próximo beat.
togo,Togo,78,toma agua y vuelve al ritmo. Esto ya tiene ritmo: la calle te sigue el compás; cierra en tempo.
togo,Togo,79,Compás firme: hoy el conteo tiene música. camina una cuadra con ritmo constante; la racha mantiene el compás.
togo,Togo,80,"mantén pies ligeros y mirada alta; ese ritmo está sabroso. Cambia de pista, el conteo empieza a bailar contigo."
togo,Togo,81,Súbelo tantito: camina una cuadra con ritmo constante. qué bien suena esa constancia! tu cuerpo ya agarró onda.
togo,Togo,82,Togo trae el beat! mantén pies ligeros y mirada alta; eso tiene flow real. tu ritmo te lleva lejos.
togo,Togo,83,baja velocidad si pierdes el aire. Bajo interno: la energía cambió de tono; ese flow sí suma.
togo,Togo,84,Paso con swing: vas caminando con estilo. mantén pies ligeros y mirada alta; tu cuerpo ya agarró onda.
togo,Togo,85,"baja velocidad si pierdes el aire; el beat interno despertó. Que camine el bajo, tu ritmo te lleva lejos."
togo,Togo,86,Flow de calle: respira profundo entre bloques. la calle te sigue el compás! ese flow sí suma.
togo,Togo,87,Modo playlist! baja velocidad si pierdes el aire; hoy el conteo tiene música. la constancia también tiene música.
togo,Togo,88,respira profundo entre bloques. La acera tiene música: ese ritmo está sabroso; la meta suena más cerca.
togo,Togo,89,Pies en tempo: el cuerpo encontró la pista. mueve los brazos como metrónomo suave; terminas con estilo.
togo,Togo,90,"respira profundo entre bloques; qué bien suena esa constancia. Dale groove, sigue hasta el próximo beat."
togo,Togo,91,Tempo limpio: mueve los brazos como metrónomo suave. la energía cambió de tono! la meta suena más cerca.
togo,Togo,92,Beat activo! alarga la zancada en la recta; vas caminando con estilo. terminas con estilo.
togo,Togo,93,mueve los brazos como metrónomo suave. Cierre con estilo: el beat interno despertó; sigue hasta el próximo beat.
togo,Togo,94,Suena ese paso: ese paso no está tieso. alarga la zancada en la recta; cierra en tempo.
togo,Togo,95,"recupera el tempo después de la pausa; la calle te sigue el compás. Coro del día, la racha mantiene el compás."
togo,Togo,96,Ritmo cool: alarga la zancada en la recta. Ese ritmo está sabroso! el conteo empieza a bailar contigo.
togo,Togo,97,Esto ya tiene ritmo! recupera el tempo después de la pausa; el cuerpo encontró la pista. tu cuerpo ya agarró onda.
togo,Togo,98,marca pasos cortos en subida. Compás firme: qué bien suena esa constancia; la racha mantiene el compás.
togo,Togo,99,Cambia de pista: eso tiene flow real. recupera el tempo después de la pausa; el conteo empieza a bailar contigo.
togo,Togo,100,"marca pasos cortos en subida; la energía cambió de tono. Togo aprueba ese flow, tu cuerpo ya agarró onda."
granito,Granito,1,"¡Misión mini! Llega al árbol, marca la esquina con la mirada y vuelve."
granito,Granito,2,Busca tres cosas en la ruta y camina hasta encontrarlas; modo explorador.
granito,Granito,3,"Reto de juego: cincuenta pasos; si llegas, sonrisa y diez más."
granito,Granito,4,"Si te aburres, cambia de calle: la caminata ahora es aventura."
granito,Granito,5,Camina hasta el próximo color verde que veas; Granito aprueba la misión.
granito,Granito,6,Acelera diez pasos y vuelve suave; jugar con el ritmo también entrena.
granito,Granito,7,Una vuelta chiquita alrededor de la manzana antes de decidir parar.
granito,Granito,8,Convierte la espera en pasitos; que el contador no se duerma.
granito,Granito,9,Dos minutos sin mirar el teléfono; busca detalles escondidos.
granito,Granito,10,"Si estás cansado, pasos cortos; la aventura no se cancela."
granito,Granito,11,"Prueba una ruta diferente, aunque sea media cuadra. ¡Nuevo mapa!"
granito,Granito,12,"Mapa mental: puerta, sombra, esquina, siguiente objetivo."
granito,Granito,13,Agua como parte de la misión y de vuelta al juego.
granito,Granito,14,Diez pasos alegres para cerrar; premio pequeño para el cuerpo.
granito,Granito,15,"Busca una sombra, llega a ella y elige la siguiente pista."
granito,Granito,16,Elige una meta curiosa y camina hasta verla de cerca.
granito,Granito,17,Veinte pasos con rebote y luego vuelves al ritmo normal.
granito,Granito,18,"Si la ruta está aburrida, inventa un reto de colores."
granito,Granito,19,"Pausa convertida en mini ronda: cinco pasos de ida, cinco de vuelta."
granito,Granito,20,Completa una vuelta chiquita antes de revisar si quieres seguir.
granito,Granito,21,¡Misión Granito!: elige tres cosas para encontrar en la ruta. Esto se puso divertido! moverte también puede ser juego.
granito,Granito,22,Siguiente pista! toma agua como parte del juego; la aventura ya empezó. una aventura corta también cuenta.
granito,Granito,23,termina con diez pasos alegres. Juego en serio: qué buena chispa tienes; este mini reto ya valió.
granito,Granito,24,Alerta de aventura: el aburrimiento perdió. toma agua como parte del juego; Granito quiere otra vuelta.
granito,Granito,25,"termina con diez pasos alegres; me encanta ese rebote. Modo juego, el conteo sube sin drama."
granito,Granito,26,Explorador feliz: haz una pausa breve y reinicia la misión. ese mini reto cuenta muchísimo! tu racha gana chispa.
granito,Granito,27,Objetivo divertido! termina con diez pasos alegres; hoy estás jugando en serio. vamos por la siguiente pista.
granito,Granito,28,haz una pausa breve y reinicia la misión. Pasitos curiosos: tu energía anda despierta; el conteo sube sin drama.
granito,Granito,29,Reto travieso: la ruta se volvió mapa. convierte una espera en pasitos; tu racha gana chispa.
granito,Granito,30,"haz una pausa breve y reinicia la misión; esto se puso divertido. Pasos con chispa, vamos por la siguiente pista."
granito,Granito,31,Vuelta sorpresa: convierte una espera en pasitos. qué buena chispa tienes! cada pasito despierta el ánimo.
granito,Granito,32,Vamos a investigar! mueve los brazos con alegría; el aburrimiento perdió. el camino se pone interesante.
granito,Granito,33,convierte una espera en pasitos. Mapa secreto: me encanta ese rebote; la diversión también suma pasos.
granito,Granito,34,Búsqueda rápida: la curiosidad está empujando. mueve los brazos con alegría; moverte también puede ser juego.
granito,Granito,35,"sigue hasta el próximo color que veas; ese mini reto cuenta muchísimo. Granito encontró una misión, el camino se pone interesante."
granito,Granito,36,Ruta misteriosa: mueve los brazos con alegría. tu energía anda despierta! la diversión también suma pasos.
granito,Granito,37,Mini aventura! sigue hasta el próximo color que veas; la ruta se volvió mapa. moverte también puede ser juego.
granito,Granito,38,acelera diez pasos y vuelve suave. Energía de recreo: esto se puso divertido; una aventura corta también cuenta.
granito,Granito,39,Desafío chiquito: la aventura ya empezó. sigue hasta el próximo color que veas; este mini reto ya valió.
granito,Granito,40,"acelera diez pasos y vuelve suave; qué buena chispa tienes. Pum, nuevo reto, Granito quiere otra vuelta."
granito,Granito,41,Siguiente pista: usa pasos cortos si estás cansado. me encanta ese rebote! el conteo sube sin drama.
granito,Granito,42,Juego en serio! acelera diez pasos y vuelve suave; la curiosidad está empujando. este mini reto ya valió.
granito,Granito,43,usa pasos cortos si estás cansado. Alerta de aventura: ese mini reto cuenta muchísimo; Granito quiere otra vuelta.
granito,Granito,44,¡Misión Granito!: hoy estás jugando en serio. da una vuelta extra alrededor de la manzana; el conteo sube sin drama.
granito,Granito,45,"usa pasos cortos si estás cansado; tu energía anda despierta. Explorador feliz, tu racha gana chispa."
granito,Granito,46,Objetivo divertido: da una vuelta extra alrededor de la manzana. Esto se puso divertido! vamos por la siguiente pista.
granito,Granito,47,Pasitos curiosos! camina dos minutos sin revisar el teléfono; la aventura ya empezó. cada pasito despierta el ánimo.
granito,Granito,48,da una vuelta extra alrededor de la manzana. Modo juego: qué buena chispa tienes; el camino se pone interesante.
granito,Granito,49,Pasos con chispa: el aburrimiento perdió. camina dos minutos sin revisar el teléfono; vamos por la siguiente pista.
granito,Granito,50,"cuenta cincuenta pasos como reto; me encanta ese rebote. Vuelta sorpresa, cada pasito despierta el ánimo."
granito,Granito,51,Vamos a investigar: camina dos minutos sin revisar el teléfono. ese mini reto cuenta muchísimo! el camino se pone interesante.
granito,Granito,52,Reto travieso! cuenta cincuenta pasos como reto; hoy estás jugando en serio. la diversión también suma pasos.
granito,Granito,53,elige una meta que te dé curiosidad. Búsqueda rápida: tu energía anda despierta; moverte también puede ser juego.
granito,Granito,54,Granito encontró una misión: la ruta se volvió mapa. cuenta cincuenta pasos como reto; una aventura corta también cuenta.
granito,Granito,55,"elige una meta que te dé curiosidad; esto se puso divertido. Ruta misteriosa, este mini reto ya valió."
granito,Granito,56,Mapa secreto: camina hasta una sombra y luego otra. qué buena chispa tienes! moverte también puede ser juego.
granito,Granito,57,Energía de recreo! elige una meta que te dé curiosidad; el aburrimiento perdió. una aventura corta también cuenta.
granito,Granito,58,camina hasta una sombra y luego otra. Desafío chiquito: me encanta ese rebote; este mini reto ya valió.
granito,Granito,59,"Pum, nuevo reto: la curiosidad está empujando. cambia de calle si puedes explorar; Granito quiere otra vuelta."
granito,Granito,60,"camina hasta una sombra y luego otra; ese mini reto cuenta muchísimo. Mini aventura, el conteo sube sin drama."
granito,Granito,61,Juego en serio: cambia de calle si puedes explorar. tu energía anda despierta! tu racha gana chispa.
granito,Granito,62,Alerta de aventura! elige tres cosas para encontrar en la ruta; la ruta se volvió mapa. vamos por la siguiente pista.
granito,Granito,63,cambia de calle si puedes explorar. ¡Misión Granito!: esto se puso divertido; el conteo sube sin drama.
granito,Granito,64,Siguiente pista: la aventura ya empezó. elige tres cosas para encontrar en la ruta; tu racha gana chispa.
granito,Granito,65,"toma agua como parte del juego; qué buena chispa tienes. Objetivo divertido, vamos por la siguiente pista."
granito,Granito,66,Pasitos curiosos: elige tres cosas para encontrar en la ruta. me encanta ese rebote! cada pasito despierta el ánimo.
granito,Granito,67,Modo juego! toma agua como parte del juego; la curiosidad está empujando. el camino se pone interesante.
granito,Granito,68,termina con diez pasos alegres. Explorador feliz: ese mini reto cuenta muchísimo; la diversión también suma pasos.
granito,Granito,69,Vuelta sorpresa: hoy estás jugando en serio. toma agua como parte del juego; moverte también puede ser juego.
granito,Granito,70,"termina con diez pasos alegres; tu energía anda despierta. Vamos a investigar, el camino se pone interesante."
granito,Granito,71,Reto travieso: haz una pausa breve y reinicia la misión. Esto se puso divertido! la diversión también suma pasos.
granito,Granito,72,Pasos con chispa! termina con diez pasos alegres; la aventura ya empezó. moverte también puede ser juego.
granito,Granito,73,haz una pausa breve y reinicia la misión. Granito encontró una misión: qué buena chispa tienes; una aventura corta también cuenta.
granito,Granito,74,Ruta misteriosa: el aburrimiento perdió. convierte una espera en pasitos; este mini reto ya valió.
granito,Granito,75,"haz una pausa breve y reinicia la misión; me encanta ese rebote. Mapa secreto, Granito quiere otra vuelta."
granito,Granito,76,Búsqueda rápida: convierte una espera en pasitos. ese mini reto cuenta muchísimo! el conteo sube sin drama.
granito,Granito,77,Desafío chiquito! mueve los brazos con alegría; hoy estás jugando en serio. este mini reto ya valió.
granito,Granito,78,"convierte una espera en pasitos. Pum, nuevo reto: tu energía anda despierta; Granito quiere otra vuelta."
granito,Granito,79,Mini aventura: la ruta se volvió mapa. mueve los brazos con alegría; el conteo sube sin drama.
granito,Granito,80,"sigue hasta el próximo color que veas; esto se puso divertido. Energía de recreo, tu racha gana chispa."
granito,Granito,81,Alerta de aventura: mueve los brazos con alegría. qué buena chispa tienes! vamos por la siguiente pista.
granito,Granito,82,¡Misión Granito!! sigue hasta el próximo color que veas; el aburrimiento perdió. cada pasito despierta el ánimo.
granito,Granito,83,acelera diez pasos y vuelve suave. Siguiente pista: me encanta ese rebote; el camino se pone interesante.
granito,Granito,84,Juego en serio: la curiosidad está empujando. sigue hasta el próximo color que veas; vamos por la siguiente pista.
granito,Granito,85,"acelera diez pasos y vuelve suave; ese mini reto cuenta muchísimo. Pasitos curiosos, cada pasito despierta el ánimo."
granito,Granito,86,Modo juego: usa pasos cortos si estás cansado. tu energía anda despierta! el camino se pone interesante.
granito,Granito,87,Explorador feliz! acelera diez pasos y vuelve suave; la ruta se volvió mapa. la diversión también suma pasos.
granito,Granito,88,usa pasos cortos si estás cansado. Objetivo divertido: esto se puso divertido; moverte también puede ser juego.
granito,Granito,89,Vamos a investigar: la aventura ya empezó. da una vuelta extra alrededor de la manzana; una aventura corta también cuenta.
granito,Granito,90,"usa pasos cortos si estás cansado; qué buena chispa tienes. Reto travieso, este mini reto ya valió."
granito,Granito,91,Pasos con chispa: da una vuelta extra alrededor de la manzana. me encanta ese rebote! moverte también puede ser juego.
granito,Granito,92,Vuelta sorpresa! camina dos minutos sin revisar el teléfono; la curiosidad está empujando. una aventura corta también cuenta.
granito,Granito,93,da una vuelta extra alrededor de la manzana. Ruta misteriosa: ese mini reto cuenta muchísimo; este mini reto ya valió.
granito,Granito,94,Mapa secreto: hoy estás jugando en serio. camina dos minutos sin revisar el teléfono; Granito quiere otra vuelta.
granito,Granito,95,"cuenta cincuenta pasos como reto; tu energía anda despierta. Búsqueda rápida, el conteo sube sin drama."
granito,Granito,96,Granito encontró una misión: camina dos minutos sin revisar el teléfono. Esto se puso divertido! tu racha gana chispa.
granito,Granito,97,"Pum, nuevo reto! cuenta cincuenta pasos como reto; la aventura ya empezó. vamos por la siguiente pista."
granito,Granito,98,elige una meta que te dé curiosidad. Mini aventura: qué buena chispa tienes; el conteo sube sin drama.
granito,Granito,99,Energía de recreo: el aburrimiento perdió. cuenta cincuenta pasos como reto; tu racha gana chispa.
granito,Granito,100,"elige una meta que te dé curiosidad; me encanta ese rebote. Desafío chiquito, vamos por la siguiente pista."
moka,Moka,1,Mira al frente: elige un punto y llega sin romper el paso.
moka,Moka,2,"Activa brazos, baja hombros y camina dos minutos con intención clara."
moka,Moka,3,"Respira profundo antes de subir el ritmo; fuerza inteligente, no desorden."
moka,Moka,4,Divide lo que falta en partes ganables y conquista la primera ahora.
moka,Moka,5,"Si el cansancio habla fuerte, respóndele con diez pasos controlados."
moka,Moka,6,Bebe agua si el cuerpo lo pide; la disciplina también sabe cuidarse.
moka,Moka,7,"Treinta pasos con seguridad: mirada firme, pisada clara."
moka,Moka,8,"Cierre fuerte antes de revisar el contador; primero cumples, luego miras."
moka,Moka,9,Camina sin compararte con nadie; tu meta es tuya.
moka,Moka,10,"Cuando completes el bloque, sonríe de verdad: eso fue trabajo real."
moka,Moka,11,"Baja un cambio si hace falta, pero no sueltes la meta visible."
moka,Moka,12,Suelta manos y mandíbula; la fuerza no necesita rigidez.
moka,Moka,13,Sube intensidad solo si mantienes control de la respiración.
moka,Moka,14,Convierte la próxima esquina en logro y llega con cara de ganadora.
moka,Moka,15,"Termina la canción caminando firme, aunque sea a paso moderado."
moka,Moka,16,Constancia por encima de prisa durante los próximos tres minutos.
moka,Moka,17,Abdomen activo y zancada estable hasta completar esta cuadra.
moka,Moka,18,Pausa corta si la necesitas; vuelve antes de perder el enfoque.
moka,Moka,19,"Treinta pasos de concentración total: mirada al frente, hombros abajo."
moka,Moka,20,Celebra el bloque completado y empieza el siguiente con decisión.
moka,Moka,21,Moka no duda: elige un punto y llega sin romper el paso. Eso es determinación real! cada tramo te respalda.
moka,Moka,22,Paso decidido! mira al frente y pisa con seguridad; tu orgullo se está ganando. la meta ya te siente cerca.
moka,Moka,23,sube la intensidad solo con control. Vamos con intención: me encanta esa fuerza tuya; la sonrisa del final va a saber mejor.
moka,Moka,24,Moka sonríe fuerte: hoy caminas como quien cumple. mira al frente y pisa con seguridad; este logro va contigo.
moka,Moka,25,"sube la intensidad solo con control; la confianza se nota. Enfoque total, tu disciplina habla claro."
moka,Moka,26,Fuerza limpia: baja un cambio sin soltar la meta. estás haciendo algo importante por ti! tu esfuerzo tiene presencia.
moka,Moka,27,Cara de logro! sube la intensidad solo con control; se siente tu poder. tu racha merece aplauso.
moka,Moka,28,baja un cambio sin soltar la meta. Avance real: la intensidad también puede ser feliz; tu disciplina habla claro.
moka,Moka,29,Meta clara: esto tiene fuego y control. suelta tensión de manos y mandíbula; tu esfuerzo tiene presencia.
moka,Moka,30,"baja un cambio sin soltar la meta; eso es determinación real. Mirada de meta, tu racha merece aplauso."
moka,Moka,31,Sin compararte: suelta tensión de manos y mandíbula. me encanta esa fuerza tuya! la confianza nace de cumplir.
moka,Moka,32,Cierre con orgullo! bebe agua si el cuerpo lo pide; hoy caminas como quien cumple. hoy ganas respeto por ti.
moka,Moka,33,suelta tensión de manos y mandíbula. Poder tranquilo: la confianza se nota; vas convirtiendo intención en resultado.
moka,Moka,34,Control total: esa sonrisa va a saber increíble. bebe agua si el cuerpo lo pide; cada tramo te respalda.
moka,Moka,35,"convierte la próxima esquina en logro; estás haciendo algo importante por ti. Bloque conquistable, hoy ganas respeto por ti."
moka,Moka,36,Más firme que antes: bebe agua si el cuerpo lo pide. la intensidad también puede ser feliz! vas convirtiendo intención en resultado.
moka,Moka,37,Orgullo en marcha! convierte la próxima esquina en logro; esto tiene fuego y control. cada tramo te respalda.
moka,Moka,38,camina dos minutos con ritmo firme. Disciplina feliz: eso es determinación real; la meta ya te siente cerca.
moka,Moka,39,Esto es tuyo: tu orgullo se está ganando. convierte la próxima esquina en logro; la sonrisa del final va a saber mejor.
moka,Moka,40,"camina dos minutos con ritmo firme; me encanta esa fuerza tuya. Respira y domina, este logro va contigo."
moka,Moka,41,Paso decidido: toma una pausa corta y regresa fuerte. la confianza se nota! tu disciplina habla claro.
moka,Moka,42,Vamos con intención! camina dos minutos con ritmo firme; esa sonrisa va a saber increíble. la sonrisa del final va a saber mejor.
moka,Moka,43,toma una pausa corta y regresa fuerte. Moka sonríe fuerte: estás haciendo algo importante por ti; este logro va contigo.
moka,Moka,44,Moka no duda: se siente tu poder. divide lo que falta en partes ganables; tu disciplina habla claro.
moka,Moka,45,"toma una pausa corta y regresa fuerte; la intensidad también puede ser feliz. Fuerza limpia, tu esfuerzo tiene presencia."
moka,Moka,46,Cara de logro: divide lo que falta en partes ganables. Eso es determinación real! tu racha merece aplauso.
moka,Moka,47,Avance real! mantén abdomen activo y zancada estable; tu orgullo se está ganando. la confianza nace de cumplir.
moka,Moka,48,divide lo que falta en partes ganables. Enfoque total: me encanta esa fuerza tuya; hoy ganas respeto por ti.
moka,Moka,49,Mirada de meta: hoy caminas como quien cumple. mantén abdomen activo y zancada estable; tu racha merece aplauso.
moka,Moka,50,"respira profundo antes de subir el ritmo; la confianza se nota. Sin compararte, la confianza nace de cumplir."
moka,Moka,51,Cierre con orgullo: mantén abdomen activo y zancada estable. estás haciendo algo importante por ti! hoy ganas respeto por ti.
moka,Moka,52,Meta clara! respira profundo antes de subir el ritmo; se siente tu poder. vas convirtiendo intención en resultado.
moka,Moka,53,celebra cada bloque completado. Control total: la intensidad también puede ser feliz; cada tramo te respalda.
moka,Moka,54,Bloque conquistable: esto tiene fuego y control. respira profundo antes de subir el ritmo; la meta ya te siente cerca.
moka,Moka,55,"celebra cada bloque completado; eso es determinación real. Más firme que antes, la sonrisa del final va a saber mejor."
moka,Moka,56,Poder tranquilo: activa brazos y mantén hombros abajo. me encanta esa fuerza tuya! cada tramo te respalda.
moka,Moka,57,Disciplina feliz! celebra cada bloque completado; hoy caminas como quien cumple. la meta ya te siente cerca.
moka,Moka,58,activa brazos y mantén hombros abajo. Esto es tuyo: la confianza se nota; la sonrisa del final va a saber mejor.
moka,Moka,59,Respira y domina: esa sonrisa va a saber increíble. haz treinta pasos de pura concentración; este logro va contigo.
moka,Moka,60,"activa brazos y mantén hombros abajo; estás haciendo algo importante por ti. Orgullo en marcha, tu disciplina habla claro."
moka,Moka,61,Vamos con intención: haz treinta pasos de pura concentración. la intensidad también puede ser feliz! tu esfuerzo tiene presencia.
moka,Moka,62,Moka sonríe fuerte! elige un punto y llega sin romper el paso; esto tiene fuego y control. tu racha merece aplauso.
moka,Moka,63,haz treinta pasos de pura concentración. Moka no duda: eso es determinación real; tu disciplina habla claro.
moka,Moka,64,Paso decidido: tu orgullo se está ganando. elige un punto y llega sin romper el paso; tu esfuerzo tiene presencia.
moka,Moka,65,"mira al frente y pisa con seguridad; me encanta esa fuerza tuya. Cara de logro, tu racha merece aplauso."
moka,Moka,66,Avance real: elige un punto y llega sin romper el paso. la confianza se nota! la confianza nace de cumplir.
moka,Moka,67,Enfoque total! mira al frente y pisa con seguridad; esa sonrisa va a saber increíble. hoy ganas respeto por ti.
moka,Moka,68,sube la intensidad solo con control. Fuerza limpia: estás haciendo algo importante por ti; vas convirtiendo intención en resultado.
moka,Moka,69,Sin compararte: se siente tu poder. mira al frente y pisa con seguridad; cada tramo te respalda.
moka,Moka,70,"sube la intensidad solo con control; la intensidad también puede ser feliz. Cierre con orgullo, hoy ganas respeto por ti."
moka,Moka,71,Meta clara: baja un cambio sin soltar la meta. Eso es determinación real! vas convirtiendo intención en resultado.
moka,Moka,72,Mirada de meta! sube la intensidad solo con control; tu orgullo se está ganando. cada tramo te respalda.
moka,Moka,73,baja un cambio sin soltar la meta. Bloque conquistable: me encanta esa fuerza tuya; la meta ya te siente cerca.
moka,Moka,74,Más firme que antes: hoy caminas como quien cumple. suelta tensión de manos y mandíbula; la sonrisa del final va a saber mejor.
moka,Moka,75,"baja un cambio sin soltar la meta; la confianza se nota. Poder tranquilo, este logro va contigo."
moka,Moka,76,Control total: suelta tensión de manos y mandíbula. estás haciendo algo importante por ti! tu disciplina habla claro.
moka,Moka,77,Esto es tuyo! bebe agua si el cuerpo lo pide; se siente tu poder. la sonrisa del final va a saber mejor.
moka,Moka,78,suelta tensión de manos y mandíbula. Respira y domina: la intensidad también puede ser feliz; este logro va contigo.
moka,Moka,79,Orgullo en marcha: esto tiene fuego y control. bebe agua si el cuerpo lo pide; tu disciplina habla claro.
moka,Moka,80,"convierte la próxima esquina en logro; eso es determinación real. Disciplina feliz, tu esfuerzo tiene presencia."
moka,Moka,81,Moka sonríe fuerte: bebe agua si el cuerpo lo pide. me encanta esa fuerza tuya! tu racha merece aplauso.
moka,Moka,82,Moka no duda! convierte la próxima esquina en logro; hoy caminas como quien cumple. la confianza nace de cumplir.
moka,Moka,83,camina dos minutos con ritmo firme. Paso decidido: la confianza se nota; hoy ganas respeto por ti.
moka,Moka,84,Vamos con intención: esa sonrisa va a saber increíble. convierte la próxima esquina en logro; tu racha merece aplauso.
moka,Moka,85,"camina dos minutos con ritmo firme; estás haciendo algo importante por ti. Avance real, la confianza nace de cumplir."
moka,Moka,86,Enfoque total: toma una pausa corta y regresa fuerte. la intensidad también puede ser feliz! hoy ganas respeto por ti.
moka,Moka,87,Fuerza limpia! camina dos minutos con ritmo firme; esto tiene fuego y control. vas convirtiendo intención en resultado.
moka,Moka,88,toma una pausa corta y regresa fuerte. Cara de logro: eso es determinación real; cada tramo te respalda.
moka,Moka,89,Cierre con orgullo: tu orgullo se está ganando. divide lo que falta en partes ganables; la meta ya te siente cerca.
moka,Moka,90,"toma una pausa corta y regresa fuerte; me encanta esa fuerza tuya. Meta clara, la sonrisa del final va a saber mejor."
moka,Moka,91,Mirada de meta: divide lo que falta en partes ganables. la confianza se nota! cada tramo te respalda.
moka,Moka,92,Sin compararte! mantén abdomen activo y zancada estable; esa sonrisa va a saber increíble. la meta ya te siente cerca.
moka,Moka,93,divide lo que falta en partes ganables. Más firme que antes: estás haciendo algo importante por ti; la sonrisa del final va a saber mejor.
moka,Moka,94,Poder tranquilo: se siente tu poder. mantén abdomen activo y zancada estable; este logro va contigo.
moka,Moka,95,"respira profundo antes de subir el ritmo; la intensidad también puede ser feliz. Control total, tu disciplina habla claro."
moka,Moka,96,Bloque conquistable: mantén abdomen activo y zancada estable. Eso es determinación real! tu esfuerzo tiene presencia.
moka,Moka,97,Respira y domina! respira profundo antes de subir el ritmo; tu orgullo se está ganando. tu racha merece aplauso.
moka,Moka,98,celebra cada bloque completado. Orgullo en marcha: me encanta esa fuerza tuya; tu disciplina habla claro.
moka,Moka,99,Disciplina feliz: hoy caminas como quien cumple. respira profundo antes de subir el ritmo; tu esfuerzo tiene presencia.
moka,Moka,100,"celebra cada bloque completado; la confianza se nota. Esto es tuyo, tu racha merece aplauso."
franco,Franco,1,Franco diría: encuentra tu ritmo base antes de intentar acelerar.
franco,Franco,2,"Respira profundo durante diez pasos; si el aire vuelve fácil, seguimos."
franco,Franco,3,Divide la ruta en bloques pequeños y completa uno con buena postura.
franco,Franco,4,Baja velocidad si pierdes técnica; caminar bien también cuenta.
franco,Franco,5,Toma agua antes de exigir más; un buen mentor cuida el proceso.
franco,Franco,6,Suelta hombros y afloja manos mientras avanzas a paso parejo.
franco,Franco,7,Una cuadra sin revisar el número; primero siente el ritmo.
